coverage_modelFreeScore,seqId,seq,semantic
1.7438971978196984E-8,1128,1308216 -1 1308216 -1 1308216 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
1.0891449296312978E-6,91,19049105 -1 1310149 -1  -2 ,'Potassium Chloride' -1 'Warfarin' -1 -2 
2.5987691007182176E-7,8,1560171 -1  -2 ,'Glipizide' -1 -2 
9.30537082155212E-7,11,1550023 -1  -2 ,'Insulin. Lispro. Human' -1 -2 
0.0,15,1510813 -1  -2 ,'rosuvastatin' -1 -2 
6.824917141600359E-7,215,1518254 -1 1518254 -1  -2 ,'Dexamethasone' -1 'Dexamethasone' -1 -2 
1.698536100693281E-6,48,777221 -1  -2 ,'Hydroxyzine' -1 -2 
3.889961473269368E-7,300,1125315 -1 1707164 -1  -2 ,'Acetaminophen' -1 'Metronidazole' -1 -2 
5.828072592882107E-7,3,1778162 -1  -2 ,'Cefuroxime' -1 -2 
5.0097114252239965E-9,360,1308216 -1 1346823 -1  -2 ,'Lisinopril' -1 'carvedilol' -1 -2 
4.606209374010121E-7,13,1525215 -1  -2 ,'pioglitazone' -1 -2 
1.5525854878058827E-7,528,781039 -1 781039 -1  -2 ,'Alprazolam' -1 'Alprazolam' -1 -2 
1.8317342855334903E-6,279,1742253 -1 1124957 -1  -2 ,'Levofloxacin' -1 'Oxycodone' -1 -2 
1.4911641167995462E-6,18,1373928 -1  -2 ,'Hydralazine' -1 -2 
3.8747734783086625E-7,220,1310149 -1 1713332 -1  -2 ,'Warfarin' -1 'Amoxicillin' -1 -2 
3.565859358440421E-8,405,1506270 -1 903963 -1  -2 ,'Methylprednisolone' -1 'Triamcinolone' -1 -2 
6.29284238178462E-8,379,1307046 -1 1308216 -1  -2 ,'Metoprolol' -1 'Lisinopril' -1 -2 
1.885543340012573E-8,1560,939976 967823 986417 -1  -2 ,'sodium sulfate' 'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
5.589174278243133E-7,29,1301025 -1  -2 ,'Enoxaparin' -1 -2 
2.6096852335676687E-7,436,1326303 -1 956874 -1  -2 ,'Digoxin' -1 'Furosemide' -1 -2 
6.838973421782201E-8,65,19121608 -1 1506270 -1  -2 ,'Influenza virus vaccine' -1 'Methylprednisolone' -1 -2 
2.5601037456252044E-8,35,1124300 -1  -2 ,'Diclofenac' -1 -2 
6.819111516915464E-7,327,1551099 -1 1149380 -1  -2 ,'Prednisone' -1 'fluticasone' -1 -2 
5.218376965294664E-7,799,1742253 -1 1713332 1759842 -1  -2 ,'Levofloxacin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
1.682772188606189E-7,176,1307046 -1 1797513 -1  -2 ,'Metoprolol' -1 'Ciprofloxacin' -1 -2 
3.550300106315612E-7,49,750982 -1  -2 ,'Bupropion' -1 -2 
3.518008680351272E-7,42,951511 -1  -2 ,'Mupirocin' -1 -2 
2.7034993972755553E-7,301,1707164 -1 1125315 -1  -2 ,'Metronidazole' -1 'Acetaminophen' -1 -2 
6.592450843919502E-8,77,1310149 -1 19121608 -1  -2 ,'Warfarin' -1 'Influenza virus vaccine' -1 -2 
2.2438153089132934E-8,117,974166 -1 19121608 -1  -2 ,'Hydrochlorothiazide' -1 'Influenza virus vaccine' -1 -2 
2.0359567046048165E-8,520,904453 -1 904453 -1  -2 ,'Esomeprazole' -1 'Esomeprazole' -1 -2 
1.0939107633717396E-8,464,956874 -1 1177480 -1  -2 ,'Furosemide' -1 'Ibuprofen' -1 -2 
1.8869062764349294E-6,46,914335 -1  -2 ,'Atropine' -1 -2 
2.5958369831218397E-7,1778,1705674 1836430 -1 1125315 1174888 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.6251758445413857E-7,79,1308216 -1 19121608 -1  -2 ,'Lisinopril' -1 'Influenza virus vaccine' -1 -2 
1.3297462314630593E-7,1167,1125315 1174888 -1 1545958 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'atorvastatin' -1 -2 
1.0059325959085991E-7,1052,1346823 -1 1346823 -1 1346823 -1  -2 ,'carvedilol' -1 'carvedilol' -1 'carvedilol' -1 -2 
3.310761934965632E-8,1129,1307046 -1 1307046 -1 1307046 -1  -2 ,'Metoprolol' -1 'Metoprolol' -1 'Metoprolol' -1 -2 
5.599232103654012E-7,1516,1125315 1174888 -1 797399 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'gabapentin' -1 -2 
4.418469879714679E-7,509,956874 -1 974166 -1  -2 ,'Furosemide' -1 'Hydrochlorothiazide' -1 -2 
1.803886226472355E-7,340,1322184 -1 1361711 -1  -2 ,'clopidogrel' -1 'Nitroglycerin' -1 -2 
6.539259004167039E-8,784,1734104 -1 1705674 1836430 -1  -2 ,'Azithromycin' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
5.863475798395147E-8,1120,1124957 1125315 -1 1713332 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Amoxicillin' -1 -2 
2.969173743273837E-8,923,1506270 -1 1506270 -1 1506270 -1  -2 ,'Methylprednisolone' -1 'Methylprednisolone' -1 'Methylprednisolone' -1 -2 
1.6127626137512722E-7,377,1307046 -1 1310149 -1  -2 ,'Metoprolol' -1 'Warfarin' -1 -2 
1.5462841501280205E-7,433,956874 -1 1332418 -1  -2 ,'Furosemide' -1 'Amlodipine' -1 -2 
1.382992687865706E-7,2103,1125315 1153664 -1 1125315 1153664 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Acetaminophen' 'Propoxyphene' -1 -2 
1.0837490121521293E-7,403,1124957 -1 1307046 -1  -2 ,'Oxycodone' -1 'Metoprolol' -1 -2 
1.0411149002176171E-7,339,974166 -1 1713332 -1  -2 ,'Hydrochlorothiazide' -1 'Amoxicillin' -1 -2 
9.572931018939368E-8,95,1201620 -1 19121608 -1  -2 ,'Codeine' -1 'Influenza virus vaccine' -1 -2 
6.667438701169416E-8,497,1125315 -1 920458 -1  -2 ,'Acetaminophen' -1 'Betamethasone' -1 -2 
5.2869585846170045E-8,10,1551803 -1  -2 ,'Fenofibrate' -1 -2 
3.1727127162075997E-8,361,1346823 -1 1308216 -1  -2 ,'carvedilol' -1 'Lisinopril' -1 -2 
2.7335219137005644E-8,492,903963 -1 1149380 -1  -2 ,'Triamcinolone' -1 'fluticasone' -1 -2 
1.4636394930735052E-8,446,1153428 -1 1125315 -1  -2 ,'fexofenadine' -1 'Acetaminophen' -1 -2 
1.0219211221410541E-6,502,791967 -1 1174888 -1  -2 ,'Lorazepam' -1 'Hydrocodone' -1 -2 
9.17548300126491E-7,1190,1125315 1174888 -1 1518254 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Dexamethasone' -1 -2 
7.040411905315519E-7,444,956874 -1 1322184 -1  -2 ,'Furosemide' -1 'clopidogrel' -1 -2 
4.639145667590395E-7,126,19049105 -1 970250 -1  -2 ,'Potassium Chloride' -1 'Spironolactone' -1 -2 
4.164176138441903E-7,315,956874 -1 1754994 -1  -2 ,'Furosemide' -1 'Fluconazole' -1 -2 
2.7705797286929125E-7,1367,1137529 1149380 -1 1154343 -1  -2 ,'salmeterol' 'fluticasone' -1 'Albuterol' -1 -2 
2.3807293604471796E-7,205,1742253 -1 1307046 -1  -2 ,'Levofloxacin' -1 'Metoprolol' -1 -2 
2.3737593665454593E-7,341,970250 -1 1713332 -1  -2 ,'Spironolactone' -1 'Amoxicillin' -1 -2 
2.0642505814941637E-7,214,1326303 -1 1713332 -1  -2 ,'Digoxin' -1 'Amoxicillin' -1 -2 
1.9620519792206236E-7,72,19049105 -1 1503297 -1  -2 ,'Potassium Chloride' -1 'Metformin' -1 -2 
1.8788173751605846E-7,430,1153013 -1 1154343 -1  -2 ,'Promethazine' -1 'Albuterol' -1 -2 
1.248678002483182E-7,489,903963 -1 1154343 -1  -2 ,'Triamcinolone' -1 'Albuterol' -1 -2 
1.0799248085232394E-7,32,1150345 -1  -2 ,'meloxicam' -1 -2 
9.081151185837237E-8,786,1713332 1759842 -1 1797513 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Ciprofloxacin' -1 -2 
9.070310686656429E-8,368,903963 -1 1734104 -1  -2 ,'Triamcinolone' -1 'Azithromycin' -1 -2 
6.254595209739006E-8,217,1506270 -1 1518254 -1  -2 ,'Methylprednisolone' -1 'Dexamethasone' -1 -2 
6.211857345549529E-8,218,1518254 -1 1506270 -1  -2 ,'Dexamethasone' -1 'Methylprednisolone' -1 -2 
4.655429116176193E-8,288,1545958 -1 1307046 -1  -2 ,'atorvastatin' -1 'Metoprolol' -1 -2 
4.6378804747379215E-8,338,1713332 -1 974166 -1  -2 ,'Amoxicillin' -1 'Hydrochlorothiazide' -1 -2 
2.062092646009133E-6,7,1596914 -1  -2 ,'Insulin. Isophane. Human' -1 -2 
1.271412573114509E-6,1294,1125315 1174888 -1 1310149 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Warfarin' -1 -2 
1.1641750008445433E-6,445,1322184 -1 956874 -1  -2 ,'clopidogrel' -1 'Furosemide' -1 -2 
9.622426801519608E-7,495,922570 -1 1125315 -1  -2 ,'Nystatin' -1 'Acetaminophen' -1 -2 
8.91069045632143E-7,336,1137529 -1 1551099 -1  -2 ,'salmeterol' -1 'Prednisone' -1 -2 
7.105721999383578E-7,1352,1125315 1174888 -1 1153664 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Propoxyphene' -1 -2 
5.829699217422254E-7,491,1125315 -1 929887 -1  -2 ,'Acetaminophen' -1 'lansoprazole' -1 -2 
4.830754751433873E-7,213,1734104 -1 1307046 -1  -2 ,'Azithromycin' -1 'Metoprolol' -1 -2 
3.488346908199614E-7,331,956874 -1 1738521 -1  -2 ,'Furosemide' -1 'Doxycycline' -1 -2 
3.017393906456369E-7,55,19121608 -1 1742253 -1  -2 ,'Influenza virus vaccine' -1 'Levofloxacin' -1 -2 
2.975899092885593E-7,383,1545958 -1 956874 -1  -2 ,'atorvastatin' -1 'Furosemide' -1 -2 
2.9150823080878484E-7,1709,956874 19049105 -1 1125315 1174888 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.5642046499605813E-7,575,19049105 -1 1705674 1836430 -1  -2 ,'Potassium Chloride' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
2.0299084085268072E-7,342,1713332 -1 970250 -1  -2 ,'Amoxicillin' -1 'Spironolactone' -1 -2 
1.8428215263728374E-7,507,956874 -1 975125 -1  -2 ,'Furosemide' -1 'Hydrocortisone' -1 -2 
1.5511951977645308E-7,775,956874 -1 19121608 -1 956874 -1  -2 ,'Furosemide' -1 'Influenza virus vaccine' -1 'Furosemide' -1 -2 
1.5250859785880112E-7,924,956874 -1 1705674 1836430 -1  -2 ,'Furosemide' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
1.5058118772237197E-7,317,974166 -1 1734104 -1  -2 ,'Hydrochlorothiazide' -1 'Azithromycin' -1 -2 
1.288409175734615E-7,66,1503297 -1 19121608 -1  -2 ,'Metformin' -1 'Influenza virus vaccine' -1 -2 
1.1823226864999587E-7,193,1713332 -1 1361711 -1  -2 ,'Amoxicillin' -1 'Nitroglycerin' -1 -2 
1.1369379536686525E-7,197,1346823 -1 1713332 -1  -2 ,'carvedilol' -1 'Amoxicillin' -1 -2 
1.0786410235069457E-7,863,1125315 -1 1797513 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Azithromycin' -1 -2 
1.0536466997959979E-7,191,1734104 -1 1346823 -1  -2 ,'Azithromycin' -1 'carvedilol' -1 -2 
1.0371697074121685E-7,529,744740 -1 744740 -1  -2 ,'zolpidem' -1 'zolpidem' -1 -2 
9.664632130220742E-8,456,1125315 -1 1115008 -1  -2 ,'Acetaminophen' -1 'Naproxen' -1 -2 
8.867592612311637E-8,140,1734104 -1 1716903 -1  -2 ,'Azithromycin' -1 'moxifloxacin' -1 -2 
7.678428721121905E-8,287,1307046 -1 1545958 -1  -2 ,'Metoprolol' -1 'atorvastatin' -1 -2 
5.45219259585097E-8,211,1308216 -1 1734104 -1  -2 ,'Lisinopril' -1 'Azithromycin' -1 -2 
5.367485444681597E-8,227,1797513 -1 1201620 -1  -2 ,'Ciprofloxacin' -1 'Codeine' -1 -2 
4.573788579576605E-8,1331,1125315 1174888 -1 1177480 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Ibuprofen' -1 -2 
4.382685406375478E-8,187,1786621 -1 1307046 -1  -2 ,'Cephalexin' -1 'Metoprolol' -1 -2 
4.2196715691477764E-8,121,19121608 -1 903963 -1  -2 ,'Influenza virus vaccine' -1 'Triamcinolone' -1 -2 
3.1885251213092944E-8,380,1734104 -1 778711 -1  -2 ,'Azithromycin' -1 'cyclobenzaprine' -1 -2 
1.4442544075233641E-8,62,1545958 -1 19121608 -1  -2 ,'atorvastatin' -1 'Influenza virus vaccine' -1 -2 
1.3455051089878739E-8,228,1201620 -1 1786621 -1  -2 ,'Codeine' -1 'Cephalexin' -1 -2 
1.1041540139849447E-8,1576,956874 -1 19049105 -1 19049105 -1 19049105 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
4.748968380254722E-9,2040,1154343 -1 1154343 -1 1154343 -1 1154343 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'Albuterol' -1 'Albuterol' -1 -2 
1.7816648877265339E-9,1333,1177480 -1 1125315 1174888 -1  -2 ,'Ibuprofen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.304930978640482E-6,527,956874 -1 744740 -1  -2 ,'Furosemide' -1 'zolpidem' -1 -2 
9.99688838819486E-7,88,19049105 -1 1326303 -1  -2 ,'Potassium Chloride' -1 'Digoxin' -1 -2 
9.91074567171639E-7,92,1310149 -1 19049105 -1  -2 ,'Warfarin' -1 'Potassium Chloride' -1 -2 
9.845924103745964E-7,437,956874 -1 1326303 -1  -2 ,'Furosemide' -1 'Digoxin' -1 -2 
9.543780313400727E-7,263,1742253 -1 1149380 -1  -2 ,'Levofloxacin' -1 'fluticasone' -1 -2 
8.860318199480054E-7,231,1154343 -1 1797513 -1  -2 ,'Albuterol' -1 'Ciprofloxacin' -1 -2 
7.922083970449345E-7,421,1163944 -1 1154343 -1  -2 ,'Guaifenesin' -1 'Albuterol' -1 -2 
7.667459101949235E-7,1515,797399 -1 1125315 1174888 -1  -2 ,'gabapentin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.08732766231252E-7,764,1174888 -1 956874 19049105 -1  -2 ,'Hydrocodone' -1 'Furosemide' 'Potassium Chloride' -1 -2 
6.428180793889026E-7,1345,1137529 1149380 -1 1174888 -1  -2 ,'salmeterol' 'fluticasone' -1 'Hydrocodone' -1 -2 
6.404540743453124E-7,451,1310149 -1 956874 -1  -2 ,'Warfarin' -1 'Furosemide' -1 -2 
5.516078887678124E-7,500,906780 -1 1125315 -1  -2 ,'Metoclopramide' -1 'Acetaminophen' -1 -2 
5.208873075874039E-7,107,1153013 -1 19049105 -1  -2 ,'Promethazine' -1 'Potassium Chloride' -1 -2 
5.188423480929618E-7,469,956874 -1 1163944 -1  -2 ,'Furosemide' -1 'Guaifenesin' -1 -2 
4.485274424178419E-7,407,1174888 -1 1192710 -1  -2 ,'Hydrocodone' -1 'Chlorpheniramine' -1 -2 
4.4738062734099786E-7,123,19049105 -1 974166 -1  -2 ,'Potassium Chloride' -1 'Hydrochlorothiazide' -1 -2 
4.1169467709823706E-7,448,1153664 -1 1124957 -1  -2 ,'Propoxyphene' -1 'Oxycodone' -1 -2 
4.100266433239722E-7,283,1307046 -1 1551099 -1  -2 ,'Metoprolol' -1 'Prednisone' -1 -2 
3.976903955660024E-7,526,744740 -1 956874 -1  -2 ,'zolpidem' -1 'Furosemide' -1 -2 
3.8503705730131914E-7,583,1713332 1759842 -1 19049105 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Potassium Chloride' -1 -2 
3.8144002409184223E-7,145,1551099 -1 1786621 -1  -2 ,'Prednisone' -1 'Cephalexin' -1 -2 
3.577354684429114E-7,901,1154343 -1 1713332 1759842 -1  -2 ,'Albuterol' -1 'Amoxicillin' 'Clavulanate' -1 -2 
3.5123620576910736E-7,1400,1125315 -1 1137529 1149380 -1  -2 ,'Acetaminophen' -1 'salmeterol' 'fluticasone' -1 -2 
2.720748441762755E-7,875,1551099 -1 1551099 -1 1551099 -1  -2 ,'Prednisone' -1 'Prednisone' -1 'Prednisone' -1 -2 
2.701489496876009E-7,584,19049105 -1 1713332 1759842 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' 'Clavulanate' -1 -2 
2.6396625511972013E-7,398,744740 -1 1713332 -1  -2 ,'zolpidem' -1 'Amoxicillin' -1 -2 
2.575628685187348E-7,130,19049105 -1 781039 -1  -2 ,'Potassium Chloride' -1 'Alprazolam' -1 -2 
2.5275047495328493E-7,508,974166 -1 956874 -1  -2 ,'Hydrochlorothiazide' -1 'Furosemide' -1 -2 
2.2847589375326102E-7,362,1326303 -1 1326303 -1  -2 ,'Digoxin' -1 'Digoxin' -1 -2 
2.2285916856191911E-7,830,1174888 -1 1797513 -1 1797513 -1  -2 ,'Hydrocodone' -1 'Ciprofloxacin' -1 'Ciprofloxacin' -1 -2 
2.0806790304333407E-7,518,1125315 -1 723013 -1  -2 ,'Acetaminophen' -1 'Diazepam' -1 -2 
1.8439062105718396E-7,212,1307046 -1 1734104 -1  -2 ,'Metoprolol' -1 'Azithromycin' -1 -2 
1.7864747355316383E-7,378,1308216 -1 1307046 -1  -2 ,'Lisinopril' -1 'Metoprolol' -1 -2 
1.7691321770820193E-7,482,948078 -1 1125315 -1  -2 ,'pantoprazole' -1 'Acetaminophen' -1 -2 
1.7453954644088636E-7,419,1361711 -1 956874 -1  -2 ,'Nitroglycerin' -1 'Furosemide' -1 -2 
1.7326832950194473E-7,45,915981 -1  -2 ,'Neomycin' -1 -2 
1.657259988481419E-7,186,1307046 -1 1786621 -1  -2 ,'Metoprolol' -1 'Cephalexin' -1 -2 
1.5805807347428593E-7,169,1518254 -1 1713332 -1  -2 ,'Dexamethasone' -1 'Amoxicillin' -1 -2 
1.4663711842057218E-7,1768,1713332 -1 1125315 -1 1713332 1759842 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Amoxicillin' 'Clavulanate' -1 -2 
1.415744290604877E-7,785,1797513 -1 1713332 1759842 -1  -2 ,'Ciprofloxacin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
1.261436160442397E-7,237,1797513 -1 1149380 -1  -2 ,'Ciprofloxacin' -1 'fluticasone' -1 -2 
1.2339712315428845E-7,1468,956874 -1 1137529 1149380 -1  -2 ,'Furosemide' -1 'salmeterol' 'fluticasone' -1 -2 
1.2326405598636812E-7,1227,956874 -1 1797513 -1 956874 -1  -2 ,'Furosemide' -1 'Ciprofloxacin' -1 'Furosemide' -1 -2 
1.22968087690637E-7,282,1551099 -1 1308216 -1  -2 ,'Prednisone' -1 'Lisinopril' -1 -2 
1.2154494574005867E-7,224,1502905 -1 1502905 -1  -2 ,'Insulin. Glargine. Human' -1 'Insulin. Glargine. Human' -1 -2 
1.0978050710865676E-7,104,19121608 -1 1124957 -1  -2 ,'Influenza virus vaccine' -1 'Oxycodone' -1 -2 
9.542495062795713E-8,1008,1545958 -1 1545958 -1 1125315 -1  -2 ,'atorvastatin' -1 'atorvastatin' -1 'Acetaminophen' -1 -2 
9.542495062795713E-8,888,1545958 -1 1545958 -1 1545958 -1  -2 ,'atorvastatin' -1 'atorvastatin' -1 'atorvastatin' -1 -2 
9.12236129100976E-8,1529,974166 -1 974166 -1 1125315 -1  -2 ,'Hydrochlorothiazide' -1 'Hydrochlorothiazide' -1 'Acetaminophen' -1 -2 
8.995983971893423E-8,1988,1125315 -1 1307046 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.938679382960003E-8,790,1705674 1836430 -1 1713332 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Amoxicillin' -1 -2 
7.80303287279972E-8,115,1125315 -1 19015230 -1  -2 ,'Acetaminophen' -1 'Adenosine Triphosphate' -1 -2 
7.600652188426144E-8,397,956874 -1 1502905 -1  -2 ,'Furosemide' -1 'Insulin. Glargine. Human' -1 -2 
6.727985190411364E-8,388,1734104 -1 744740 -1  -2 ,'Azithromycin' -1 'zolpidem' -1 -2 
6.608810658157057E-8,289,1308216 -1 1539403 -1  -2 ,'Lisinopril' -1 'Simvastatin' -1 -2 
6.437471837107877E-8,783,1705674 1836430 -1 1734104 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Azithromycin' -1 -2 
6.362393320519546E-8,1491,956874 -1 1308216 -1 956874 -1  -2 ,'Furosemide' -1 'Lisinopril' -1 'Furosemide' -1 -2 
6.349642849230417E-8,181,1786621 -1 1310149 -1  -2 ,'Cephalexin' -1 'Warfarin' -1 -2 
6.326578437938495E-8,789,1713332 -1 1705674 1836430 -1  -2 ,'Amoxicillin' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
5.8403740768582226E-8,1695,1125315 1174888 -1 956874 -1 19049105 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
5.5223947049918376E-8,505,956874 -1 986417 -1  -2 ,'Furosemide' -1 'POLYETHYLENE GLYCOL 3350' -1 -2 
4.7059748412153134E-8,80,1307046 -1 19121608 -1  -2 ,'Metoprolol' -1 'Influenza virus vaccine' -1 -2 
3.694951563166074E-8,164,1545958 -1 1713332 -1  -2 ,'atorvastatin' -1 'Amoxicillin' -1 -2 
3.689316335223335E-8,270,1734104 -1 1153013 -1  -2 ,'Azithromycin' -1 'Promethazine' -1 -2 
3.5016783782790894E-8,1559,974166 -1 974166 -1 974166 -1  -2 ,'Hydrochlorothiazide' -1 'Hydrochlorothiazide' -1 'Hydrochlorothiazide' -1 -2 
3.254095089154555E-8,148,1539403 -1 1786621 -1  -2 ,'Simvastatin' -1 'Cephalexin' -1 -2 
3.075323348748132E-8,475,1125315 -1 975125 -1  -2 ,'Acetaminophen' -1 'Hydrocortisone' -1 -2 
2.873188512017433E-8,61,19121608 -1 1545958 -1  -2 ,'Influenza virus vaccine' -1 'atorvastatin' -1 -2 
2.6981425887319576E-8,165,1713332 -1 1539403 -1  -2 ,'Amoxicillin' -1 'Simvastatin' -1 -2 
2.4755209865578558E-8,74,1361711 -1 19121608 -1  -2 ,'Nitroglycerin' -1 'Influenza virus vaccine' -1 -2 
2.2319379820436835E-8,1121,1713332 -1 1124957 1125315 -1  -2 ,'Amoxicillin' -1 'Oxycodone' 'Acetaminophen' -1 -2 
2.034690522795336E-8,112,1103314 -1 19049105 -1  -2 ,'Tramadol' -1 'Potassium Chloride' -1 -2 
1.1835242295705752E-8,75,1346823 -1 19121608 -1  -2 ,'carvedilol' -1 'Influenza virus vaccine' -1 -2 
9.303782665926082E-9,122,19049105 -1 975125 -1  -2 ,'Potassium Chloride' -1 'Hydrocortisone' -1 -2 
7.557138634415336E-9,163,1713332 -1 1545958 -1  -2 ,'Amoxicillin' -1 'atorvastatin' -1 -2 
