coverage_modelFreeScore,seqId,seq,semantic
5.8231205311461905E-6,39,1322184 -1  -2 ,'clopidogrel' -1 -2 
4.914660734665336E-6,31,1163944 -1  -2 ,'Guaifenesin' -1 -2 
2.942274415236698E-6,14,970250 -1  -2 ,'Spironolactone' -1 -2 
1.1258236504314194E-6,54,1716903 -1  -2 ,'moxifloxacin' -1 -2 
2.2704922977330013E-5,238,1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 -2 
2.591208121827035E-6,436,956874 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 -2 
2.889022829614786E-6,35,1201620 -1  -2 ,'Codeine' -1 -2 
7.135903547710067E-6,27,1153664 -1  -2 ,'Propoxyphene' -1 -2 
1.181330969985831E-8,65,19121608 -1 19121608 -1  -2 ,'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 -2 
2.7587425621524536E-6,59,1759842 -1  -2 ,'Clavulanate' -1 -2 
5.4152265399769475E-6,93,956874 19049105 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 -2 
1.652809648170498E-6,315,1124957 1125315 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 -2 
2.5923034044311785E-6,24,1137529 -1  -2 ,'salmeterol' -1 -2 
1.3031702750320722E-7,201,1506270 -1 1506270 -1  -2 ,'Methylprednisolone' -1 'Methylprednisolone' -1 -2 
3.0682512739107856E-7,13,967823 -1  -2 ,'Sodium Chloride' -1 -2 
1.66441837015283E-7,208,1346823 -1 1346823 -1  -2 ,'carvedilol' -1 'carvedilol' -1 -2 
1.6665145170205785E-6,113,1705674 1836430 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 -2 
9.938537397475273E-7,34,1192710 -1  -2 ,'Chlorpheniramine' -1 -2 
5.688126839334765E-7,20,1103314 -1  -2 ,'Tramadol' -1 -2 
5.189787554630173E-7,219,1307046 -1 1307046 -1  -2 ,'Metoprolol' -1 'Metoprolol' -1 -2 
6.588835352895466E-6,300,1112921 1154343 -1  -2 ,'Ipratropium' 'Albuterol' -1 -2 
8.477678520125318E-7,164,1713332 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 -2 
2.1957650903666747E-7,9,923645 -1  -2 ,'Omeprazole' -1 -2 
9.542495062795713E-8,195,1545958 -1 1545958 -1  -2 ,'atorvastatin' -1 'atorvastatin' -1 -2 
2.321980573541246E-6,94,956874 -1 19049105 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 -2 
2.821014447664428E-8,213,1308216 -1 1308216 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 -2 
1.7007529041266195E-6,136,1742253 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Levofloxacin' -1 -2 
1.2011017124851933E-6,297,1154343 -1 1154343 -1  -2 ,'Albuterol' -1 'Albuterol' -1 -2 
4.89632573820132E-7,211,956874 -1 1346823 -1  -2 ,'Furosemide' -1 'carvedilol' -1 -2 
7.736319053365712E-7,74,956874 -1 19121608 -1  -2 ,'Furosemide' -1 'Influenza virus vaccine' -1 -2 
2.118471637912629E-6,95,19049105 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 -2 
2.1549072504880634E-7,149,1734104 -1 1734104 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 -2 
1.6037665945495505E-6,76,19049105 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
4.846806936220442E-7,218,956874 -1 1308216 -1  -2 ,'Furosemide' -1 'Lisinopril' -1 -2 
1.2070764095294326E-7,67,1734104 -1 19121608 -1  -2 ,'Azithromycin' -1 'Influenza virus vaccine' -1 -2 
1.7858030268023097E-6,145,956874 -1 1742253 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 -2 
2.364575108386693E-6,188,1551099 -1 1551099 -1  -2 ,'Prednisone' -1 'Prednisone' -1 -2 
3.087736373944921E-7,121,1786621 -1 1713332 -1  -2 ,'Cephalexin' -1 'Amoxicillin' -1 -2 
8.549384939726761E-7,140,1742253 -1 1713332 -1  -2 ,'Levofloxacin' -1 'Amoxicillin' -1 -2 
8.52711541255343E-7,159,1734104 -1 956874 -1  -2 ,'Azithromycin' -1 'Furosemide' -1 -2 
8.319283992438278E-7,215,1308216 -1 1174888 -1  -2 ,'Lisinopril' -1 'Hydrocodone' -1 -2 
4.3333750845053227E-7,77,19049105 -1 1797513 -1  -2 ,'Potassium Chloride' -1 'Ciprofloxacin' -1 -2 
1.208218109904922E-7,310,1149380 -1 1149380 -1  -2 ,'fluticasone' -1 'fluticasone' -1 -2 
8.591723434371235E-7,155,1734104 -1 1154343 -1  -2 ,'Azithromycin' -1 'Albuterol' -1 -2 
6.892942569249188E-7,84,19049105 -1 1713332 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 -2 
2.47307509607529E-7,206,956874 -1 1506270 -1  -2 ,'Furosemide' -1 'Methylprednisolone' -1 -2 
6.519046651095299E-7,66,19049105 -1 19121608 -1  -2 ,'Potassium Chloride' -1 'Influenza virus vaccine' -1 -2 
6.183529074544458E-7,173,1713332 -1 956874 -1  -2 ,'Amoxicillin' -1 'Furosemide' -1 -2 
5.788459726039562E-7,119,956874 -1 1797513 -1  -2 ,'Furosemide' -1 'Ciprofloxacin' -1 -2 
4.0478765490593337E-7,123,1786621 -1 1174888 -1  -2 ,'Cephalexin' -1 'Hydrocodone' -1 -2 
1.7902073392293717E-7,150,1713332 -1 1734104 -1  -2 ,'Amoxicillin' -1 'Azithromycin' -1 -2 
2.1081662168032475E-6,146,1742253 -1 956874 -1  -2 ,'Levofloxacin' -1 'Furosemide' -1 -2 
1.7078400575027917E-6,85,19049105 -1 1551099 -1  -2 ,'Potassium Chloride' -1 'Prednisone' -1 -2 
1.602645127540785E-6,235,1174888 -1 1153013 -1  -2 ,'Hydrocodone' -1 'Promethazine' -1 -2 
1.5110977180816216E-6,138,1742253 -1 1734104 -1  -2 ,'Levofloxacin' -1 'Azithromycin' -1 -2 
9.90195236484163E-7,89,1154343 -1 19049105 -1  -2 ,'Albuterol' -1 'Potassium Chloride' -1 -2 
8.795296885067224E-7,154,1154343 -1 1734104 -1  -2 ,'Albuterol' -1 'Azithromycin' -1 -2 
7.20818209099442E-7,72,1125315 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 -2 
7.081345363875622E-7,224,956874 -1 1307046 -1  -2 ,'Furosemide' -1 'Metoprolol' -1 -2 
6.051263581077485E-7,169,1713332 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Albuterol' -1 -2 
3.0338191893564734E-7,120,1713332 -1 1786621 -1  -2 ,'Amoxicillin' -1 'Cephalexin' -1 -2 
2.9429598383129086E-7,127,1786621 -1 956874 -1  -2 ,'Cephalexin' -1 'Furosemide' -1 -2 
1.3884981706477105E-7,68,1713332 -1 19121608 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
6.083898872823463E-6,240,1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 -2 
5.20605096728934E-6,231,1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.5748484422933006E-6,87,1174888 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 -2 
2.7447894308879865E-6,301,956874 -1 1154343 -1  -2 ,'Furosemide' -1 'Albuterol' -1 -2 
2.0614057168069457E-6,115,1174888 -1 1797513 -1  -2 ,'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
1.8803235469839593E-6,79,1742253 -1 19049105 -1  -2 ,'Levofloxacin' -1 'Potassium Chloride' -1 -2 
1.6262805713020324E-6,212,1310149 -1 1125315 -1  -2 ,'Warfarin' -1 'Acetaminophen' -1 -2 
1.292595060778931E-6,302,1154343 -1 956874 -1  -2 ,'Albuterol' -1 'Furosemide' -1 -2 
1.200482738727179E-6,153,1734104 -1 1174888 -1  -2 ,'Azithromycin' -1 'Hydrocodone' -1 -2 
9.169047417299807E-7,172,956874 -1 1713332 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 -2 
8.248501227754949E-7,80,19049105 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Levofloxacin' -1 -2 
7.066938941916528E-7,151,1734104 -1 1713332 -1  -2 ,'Azithromycin' -1 'Amoxicillin' -1 -2 
6.917822572341367E-7,83,1713332 -1 19049105 -1  -2 ,'Amoxicillin' -1 'Potassium Chloride' -1 -2 
5.660228567110263E-7,158,956874 -1 1734104 -1  -2 ,'Furosemide' -1 'Azithromycin' -1 -2 
5.370372551594509E-7,81,1734104 -1 19049105 -1  -2 ,'Azithromycin' -1 'Potassium Chloride' -1 -2 
4.158575503550457E-7,139,1713332 -1 1742253 -1  -2 ,'Amoxicillin' -1 'Levofloxacin' -1 -2 
2.689168797977723E-7,86,19049105 -1 1506270 -1  -2 ,'Potassium Chloride' -1 'Methylprednisolone' -1 -2 
1.5641115475890175E-7,78,19049105 -1 1786621 -1  -2 ,'Potassium Chloride' -1 'Cephalexin' -1 -2 
1.5129684443824397E-7,205,1506270 -1 1125315 -1  -2 ,'Methylprednisolone' -1 'Acetaminophen' -1 -2 
9.903104228189818E-8,199,1125315 -1 1539403 -1  -2 ,'Acetaminophen' -1 'Simvastatin' -1 -2 
4.843790068569995E-8,69,19121608 -1 1713332 -1  -2 ,'Influenza virus vaccine' -1 'Amoxicillin' -1 -2 
7.728179472804888E-6,314,1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 -2 
2.7587425621524536E-6,130,1713332 1759842 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 -2 
6.826908395365846E-6,321,956874 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 -2 
1.6665145170205785E-6,62,1836430 -1  -2 ,'Sulfamethoxazole' -1 -2 
1.7744234497106316E-6,311,1137529 1149380 -1  -2 ,'salmeterol' 'fluticasone' -1 -2 
1.3476416384433516E-7,433,967823 986417 -1  -2 ,'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
2.8204029579106E-6,305,1125315 1153664 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 -2 
1.648882622939706E-7,437,956874 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.3908650342975424E-6,156,1125315 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 -2 
3.916447053994196E-6,244,1174888 -1 956874 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 -2 
1.7673535647338357E-7,228,1125315 1201620 -1  -2 ,'Acetaminophen' 'Codeine' -1 -2 
2.09703091667565E-7,186,1713332 -1 1713332 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
3.3774476096202335E-7,70,1174888 -1 19121608 -1  -2 ,'Hydrocodone' -1 'Influenza virus vaccine' -1 -2 
1.814592414784832E-7,112,19049105 -1 19049105 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
7.600989907663803E-7,221,1307046 -1 1174888 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 -2 
1.6953146408074814E-6,193,956874 -1 1551099 -1  -2 ,'Furosemide' -1 'Prednisone' -1 -2 
2.3611750347352553E-6,142,1742253 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 -2 
6.70565886828141E-7,126,956874 -1 1786621 -1  -2 ,'Furosemide' -1 'Cephalexin' -1 -2 
3.705838679955615E-7,82,19049105 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Azithromycin' -1 -2 
8.739155389086283E-8,216,1125315 -1 1308216 -1  -2 ,'Acetaminophen' -1 'Lisinopril' -1 -2 
2.2542827440469322E-6,170,1125315 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 -2 
2.136429064027419E-6,157,1734104 -1 1125315 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 -2 
2.618063440934104E-7,71,19121608 -1 1174888 -1  -2 ,'Influenza virus vaccine' -1 'Hydrocodone' -1 -2 
1.527282293860274E-6,90,19049105 -1 1154343 -1  -2 ,'Potassium Chloride' -1 'Albuterol' -1 -2 
3.1609967335083444E-7,320,1125315 -1 974166 -1  -2 ,'Acetaminophen' -1 'Hydrochlorothiazide' -1 -2 
1.2630875188847715E-6,217,1308216 -1 1125315 -1  -2 ,'Lisinopril' -1 'Acetaminophen' -1 -2 
1.3786315258116136E-6,137,1734104 -1 1742253 -1  -2 ,'Azithromycin' -1 'Levofloxacin' -1 -2 
8.246552817556621E-7,167,1713332 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 -2 
4.155887270580033E-6,143,1125315 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Levofloxacin' -1 -2 
3.874000120631892E-6,243,956874 -1 1174888 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 -2 
7.892452574070008E-7,210,1346823 -1 1125315 -1  -2 ,'carvedilol' -1 'Acetaminophen' -1 -2 
7.593246886708312E-7,168,1154343 -1 1713332 -1  -2 ,'Albuterol' -1 'Amoxicillin' -1 -2 
7.951856939030909E-8,442,956874 -1 19049105 -1 956874 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
2.720144144280305E-6,298,1125315 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 -2 
8.130072696270372E-7,122,1174888 -1 1786621 -1  -2 ,'Hydrocodone' -1 'Cephalexin' -1 -2 
6.207379169169843E-7,220,1174888 -1 1307046 -1  -2 ,'Hydrocodone' -1 'Metoprolol' -1 -2 
2.2975837777384417E-7,319,974166 -1 1125315 -1  -2 ,'Hydrochlorothiazide' -1 'Acetaminophen' -1 -2 
1.447571090613578E-7,100,19049105 -1 956874 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
3.34141997412908E-8,165,1713332 -1 1506270 -1  -2 ,'Amoxicillin' -1 'Methylprednisolone' -1 -2 
1.4351188089469553E-7,457,956874 -1 19049105 -1 19049105 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
3.7529247917861774E-6,88,19049105 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 -2 
1.2204882751459907E-6,309,1153013 -1 1125315 -1  -2 ,'Promethazine' -1 'Acetaminophen' -1 -2 
2.3705383821455136E-6,190,1551099 -1 1174888 -1  -2 ,'Prednisone' -1 'Hydrocodone' -1 -2 
1.0596733659046744E-6,118,1797513 -1 1125315 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
5.258753756980644E-7,245,1174888 -1 903963 -1  -2 ,'Hydrocodone' -1 'Triamcinolone' -1 -2 
4.7007556057661696E-7,197,1125315 -1 1545958 -1  -2 ,'Acetaminophen' -1 'atorvastatin' -1 -2 
2.1451812514930673E-7,99,19049105 -1 19049105 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
2.6336879330019156E-6,189,1174888 -1 1551099 -1  -2 ,'Hydrocodone' -1 'Prednisone' -1 -2 
1.57470802251378E-6,306,1125315 -1 1153664 -1  -2 ,'Acetaminophen' -1 'Propoxyphene' -1 -2 
1.2285073073622225E-6,312,1125315 -1 1149380 -1  -2 ,'Acetaminophen' -1 'fluticasone' -1 -2 
7.35770991418343E-7,209,1125315 -1 1346823 -1  -2 ,'Acetaminophen' -1 'carvedilol' -1 -2 
5.755288041528276E-7,198,1545958 -1 1125315 -1  -2 ,'atorvastatin' -1 'Acetaminophen' -1 -2 
4.089661398313901E-7,125,1786621 -1 1125315 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 -2 
3.0698675093009934E-7,131,1713332 -1 1759842 -1  -2 ,'Amoxicillin' -1 'Clavulanate' -1 -2 
1.991840789435395E-7,203,1506270 -1 1174888 -1  -2 ,'Methylprednisolone' -1 'Hydrocodone' -1 -2 
5.605426477672905E-6,322,1125315 -1 956874 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 -2 
1.207796377228106E-6,313,1149380 -1 1125315 -1  -2 ,'fluticasone' -1 'Acetaminophen' -1 -2 
9.735336201644638E-7,222,1125315 -1 1307046 -1  -2 ,'Acetaminophen' -1 'Metoprolol' -1 -2 
1.5621969622185038E-7,443,956874 -1 956874 -1 19049105 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
4.212895727952168E-6,144,1742253 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 -2 
3.593869473798541E-6,141,1174888 -1 1742253 -1  -2 ,'Hydrocodone' -1 'Levofloxacin' -1 -2 
1.8389681685407797E-6,316,1124957 -1 1125315 -1  -2 ,'Oxycodone' -1 'Acetaminophen' -1 -2 
1.8346575806843226E-6,117,1125315 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
1.5386377708090653E-6,308,1125315 -1 1153013 -1  -2 ,'Acetaminophen' -1 'Promethazine' -1 -2 
1.3894285130795626E-6,232,1154343 -1 1174888 -1  -2 ,'Albuterol' -1 'Hydrocodone' -1 -2 
1.0529711717260693E-6,223,1307046 -1 1125315 -1  -2 ,'Metoprolol' -1 'Acetaminophen' -1 -2 
9.643667826415527E-7,152,1174888 -1 1734104 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 -2 
8.805343785590104E-7,116,1797513 -1 1174888 -1  -2 ,'Ciprofloxacin' -1 'Hydrocodone' -1 -2 
7.239151543497056E-7,73,19121608 -1 1125315 -1  -2 ,'Influenza virus vaccine' -1 'Acetaminophen' -1 -2 
5.461881924450129E-7,124,1125315 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 -2 
5.258753756980644E-7,324,1125315 -1 903963 -1  -2 ,'Acetaminophen' -1 'Triamcinolone' -1 -2 
5.184847559466354E-7,229,1125315 -1 1201620 -1  -2 ,'Acetaminophen' -1 'Codeine' -1 -2 
1.3476416384433516E-7,435,939506 967823 -1  -2 ,'Sodium Bicarbonate' 'Sodium Chloride' -1 -2 
1.1141368758118391E-7,96,19049105 -1 956874 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Furosemide' -1 -2 
4.847212977307274E-6,239,1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 -2 
6.184832414132818E-6,92,19049105 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 -2 
9.972159563605593E-7,171,1713332 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 -2 
1.3476416384433516E-7,10,939506 -1  -2 ,'Sodium Bicarbonate' -1 -2 
3.894868751398724E-8,444,956874 -1 956874 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.8976673492670753E-6,166,1174888 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 -2 
3.6853863394524473E-6,191,1125315 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 -2 
3.473827803003519E-6,91,1125315 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 -2 
5.181401242708777E-7,196,1545958 -1 1174888 -1  -2 ,'atorvastatin' -1 'Hydrocodone' -1 -2 
2.2587062305842863E-6,299,1154343 -1 1125315 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 -2 
3.3978531042468265E-6,317,1125315 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 -2 
1.6374163437340282E-6,233,1174888 -1 1154343 -1  -2 ,'Hydrocodone' -1 'Albuterol' -1 -2 
6.959333740574418E-7,230,1201620 -1 1125315 -1  -2 ,'Codeine' -1 'Acetaminophen' -1 -2 
2.749335275994207E-6,446,956874 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
9.711705386560583E-7,307,1153664 -1 1125315 -1  -2 ,'Propoxyphene' -1 'Acetaminophen' -1 -2 
1.6060994361724038E-7,187,1125315 -1 1705674 -1  -2 ,'Acetaminophen' -1 'Trimethoprim' -1 -2 
2.0196038457182496E-7,214,1174888 -1 1308216 -1  -2 ,'Hydrocodone' -1 'Lisinopril' -1 -2 
7.992557127355101E-8,200,1539403 -1 1125315 -1  -2 ,'Simvastatin' -1 'Acetaminophen' -1 -2 
2.799633562716E-7,323,903963 -1 1125315 -1  -2 ,'Triamcinolone' -1 'Acetaminophen' -1 -2 
1.4533758106170564E-6,134,1125315 -1 1759842 -1  -2 ,'Acetaminophen' -1 'Clavulanate' -1 -2 
1.260347706325777E-6,236,1149380 -1 1174888 -1  -2 ,'fluticasone' -1 'Hydrocodone' -1 -2 
5.385760726069922E-7,400,1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
2.610732486874778E-7,405,1125315 1174888 -1 19121608 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Influenza virus vaccine' -1 -2 
1.7677910356972248E-6,148,1742253 -1 1125315 1174888 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.175382729280169E-6,192,1551099 -1 1125315 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 -2 
1.0832273757101653E-6,237,1174888 -1 1149380 -1  -2 ,'Hydrocodone' -1 'fluticasone' -1 -2 
4.903260811530286E-7,225,1307046 -1 1125315 1174888 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.4436018370900694E-7,204,1125315 -1 1506270 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 -2 
3.2930151204686246E-7,402,1125315 1174888 -1 1786621 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 -2 
3.056674070699671E-6,330,1125315 1174888 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 -2 
5.694120890704906E-7,438,956874 -1 1125315 -1 956874 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
5.412133424542604E-7,227,1201620 -1 1174888 -1  -2 ,'Codeine' -1 'Hydrocodone' -1 -2 
6.703804618040521E-8,207,1506270 -1 1125315 1174888 -1  -2 ,'Methylprednisolone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.6510638730766074E-6,401,1125315 1174888 -1 1742253 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Levofloxacin' -1 -2 
1.5869773230929106E-6,241,1124957 -1 1174888 -1  -2 ,'Oxycodone' -1 'Hydrocodone' -1 -2 
1.100139780825983E-6,161,1734104 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.800493712946439E-7,202,1174888 -1 1506270 -1  -2 ,'Hydrocodone' -1 'Methylprednisolone' -1 -2 
2.1613848811731575E-7,428,1125315 -1 1713332 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
1.3458152895340582E-7,226,1174888 -1 1201620 -1  -2 ,'Hydrocodone' -1 'Codeine' -1 -2 
3.200135274759485E-8,318,1125315 -1 986417 -1  -2 ,'Acetaminophen' -1 'POLYETHYLENE GLYCOL 3350' -1 -2 
