modelFreeScore,seqId,seq,semantic
0.5679136512460187,23,1310149 -1  -2 ,'Warfarin' -1 -2 
0.46583484464493835,26,1326303 -1  -2 ,'Digoxin' -1 -2 
0.45918505448476227,33,1713332 -1  -2 ,'Amoxicillin' -1 -2 
0.4521398783533334,69,1742253 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 -2 
0.44024365905015594,54,1713332 1759842 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 -2 
0.44024365905015594,36,1759842 -1  -2 ,'Clavulanate' -1 -2 
0.4354695557235243,124,781039 -1 956874 -1  -2 ,'Alprazolam' -1 'Furosemide' -1 -2 
0.40776001232462533,73,1742253 -1 1125315 1174888 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.40776001232462533,65,1742253 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 -2 
0.38605460400883895,61,1754994 -1 1125315 -1  -2 ,'Fluconazole' -1 'Acetaminophen' -1 -2 
0.3757318237964875,17,1153013 -1  -2 ,'Promethazine' -1 -2 
0.37198991894036143,119,1125315 -1 1713332 1759842 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' 'Clavulanate' -1 -2 
0.37198991894036143,74,1125315 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 -2 
0.37198991894036143,63,948078 -1 1754994 -1  -2 ,'pantoprazole' -1 'Fluconazole' -1 -2 
0.37198991894036143,55,1125315 -1 1759842 -1  -2 ,'Acetaminophen' -1 'Clavulanate' -1 -2 
0.35487532167590474,106,1125315 -1 1153013 -1  -2 ,'Acetaminophen' -1 'Promethazine' -1 -2 
0.35487532167590474,67,1742253 -1 1153013 -1  -2 ,'Levofloxacin' -1 'Promethazine' -1 -2 
0.32213360905537125,44,1518254 19136030 -1  -2 ,'Dexamethasone' 'Saline Solution. Hypertonic' -1 -2 
0.32213360905537125,42,19136030 -1  -2 ,'Saline Solution. Hypertonic' -1 -2 
0.31369545564719653,116,1125315 1174888 -1 1153013 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Promethazine' -1 -2 
0.31369545564719653,98,1174888 -1 1153013 -1  -2 ,'Hydrocodone' -1 'Promethazine' -1 -2 
0.31369545564719653,88,1307046 -1 1153013 -1  -2 ,'Metoprolol' -1 'Promethazine' -1 -2 
0.31064270898613267,20,1201620 -1  -2 ,'Codeine' -1 -2 
0.29374949519991267,117,1125315 1174888 -1 1201620 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Codeine' -1 -2 
0.29374949519991267,97,1125315 -1 1201620 -1  -2 ,'Acetaminophen' -1 'Codeine' -1 -2 
0.29374949519991267,96,1174888 -1 1201620 -1  -2 ,'Hydrocodone' -1 'Codeine' -1 -2 
0.29374949519991267,95,1307046 -1 1174888 -1 1201620 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 'Codeine' -1 -2 
0.29374949519991267,94,1307046 -1 1125315 1174888 -1 1201620 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 'Codeine' -1 -2 
0.29374949519991267,93,1307046 -1 1125315 -1 1201620 -1  -2 ,'Metoprolol' -1 'Acetaminophen' -1 'Codeine' -1 -2 
0.29374949519991267,92,1307046 -1 1125315 1174888 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.29374949519991267,90,1307046 -1 1125315 -1  -2 ,'Metoprolol' -1 'Acetaminophen' -1 -2 
0.29374949519991267,87,1307046 -1 1174888 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 -2 
0.29374949519991267,86,1307046 -1 1201620 -1  -2 ,'Metoprolol' -1 'Codeine' -1 -2 
0.29374949519991267,58,1754994 -1 1201620 -1  -2 ,'Fluconazole' -1 'Codeine' -1 -2 
0.29352611348712127,24,1314002 -1  -2 ,'Atenolol' -1 -2 
0.27695492006835354,9,961047 -1  -2 ,'Ranitidine' -1 -2 
0.25529291128096965,126,956874 -1 1326303 -1 1125315 -1  -2 ,'Furosemide' -1 'Digoxin' -1 'Acetaminophen' -1 -2 
0.25529291128096965,115,1125315 -1 1326303 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Digoxin' -1 'Acetaminophen' -1 -2 
0.25529291128096965,107,1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 -2 
0.25529291128096965,84,956874 -1 1326303 -1  -2 ,'Furosemide' -1 'Digoxin' -1 -2 
0.25529291128096965,83,1326303 -1 1125315 -1  -2 ,'Digoxin' -1 'Acetaminophen' -1 -2 
0.25529291128096965,82,1125315 -1 1326303 -1  -2 ,'Acetaminophen' -1 'Digoxin' -1 -2 
0.24922959183673488,32,1596977 -1  -2 ,'Insulin. Regular. Human' -1 -2 
0.2194341890132117,79,1125315 -1 1518254 -1  -2 ,'Acetaminophen' -1 'Dexamethasone' -1 -2 
0.2146008455226076,81,1518254 19135839 19136030 -1  -2 ,'Dexamethasone' 'Magnesium salt' 'Saline Solution. Hypertonic' -1 -2 
0.2146008455226076,45,1518254 19135839 -1  -2 ,'Dexamethasone' 'Magnesium salt' -1 -2 
0.2146008455226076,43,19135839 19136030 -1  -2 ,'Magnesium salt' 'Saline Solution. Hypertonic' -1 -2 
0.2146008455226076,41,19135839 -1  -2 ,'Magnesium salt' -1 -2 
0.19077500262726477,85,1314002 -1 1153013 -1  -2 ,'Atenolol' -1 'Promethazine' -1 -2 
0.1541009432437165,6,903459 -1  -2 ,'Dolasetron' -1 -2 
0.14858524983100838,131,956874 -1 1713332 1759842 -1  -2 ,'Furosemide' -1 'Amoxicillin' 'Clavulanate' -1 -2 
0.14858524983100838,75,956874 -1 1713332 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 -2 
0.14858524983100838,56,956874 -1 1759842 -1  -2 ,'Furosemide' -1 'Clavulanate' -1 -2 
0.1322883744565067,78,1518254 -1 1304850 -1  -2 ,'Dexamethasone' -1 'Filgrastim' -1 -2 
0.1322883744565067,21,1304850 -1  -2 ,'Filgrastim' -1 -2 
0.1142856368197262,27,1328165 -1  -2 ,'Diltiazem' -1 -2 
0.10217329277567573,122,1124957 1125315 -1 956874 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Furosemide' -1 -2 
0.10217329277567573,121,1124957 -1 956874 -1  -2 ,'Oxycodone' -1 'Furosemide' -1 -2 
0.10217329277567573,112,1125315 -1 956874 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 -2 
0.10217329277567573,108,1124957 1125315 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 -2 
0.10217329277567573,77,1713332 1759842 -1 956874 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Furosemide' -1 -2 
0.10217329277567573,76,1713332 -1 956874 -1  -2 ,'Amoxicillin' -1 'Furosemide' -1 -2 
0.10217329277567573,57,1759842 -1 956874 -1  -2 ,'Clavulanate' -1 'Furosemide' -1 -2 
0.09990910181423172,2,752061 -1  -2 ,'Prochlorperazine' -1 -2 
0.09708085125630421,80,903459 1518254 -1  -2 ,'Dolasetron' 'Dexamethasone' -1 -2 
0.09216494560197017,48,1518254 -1 19049105 -1  -2 ,'Dexamethasone' -1 'Potassium Chloride' -1 -2 
0.09070815247138368,64,1742253 -1 1518254 -1  -2 ,'Levofloxacin' -1 'Dexamethasone' -1 -2 
0.09028848709688246,1,744740 -1  -2 ,'zolpidem' -1 -2 
0.08081179113514265,72,1742253 -1 1125315 -1 1153013 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 'Promethazine' -1 -2 
0.07019231194921519,51,19049105 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 -2 
0.06661497758162069,29,1373928 -1  -2 ,'Hydralazine' -1 -2 
0.04823171593956891,53,19049105 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 -2 
0.045543931891215576,49,19049105 -1 1310149 -1  -2 ,'Potassium Chloride' -1 'Warfarin' -1 -2 
0.04217481927620179,89,1125315 1307046 -1  -2 ,'Acetaminophen' 'Metoprolol' -1 -2 
0.03498689194171877,37,1786621 -1  -2 ,'Cephalexin' -1 -2 
