modelFreeScore,seqId,seq,semantic
0.6552090083451263,56,956874 -1 1125315 1174888 -1 1754994 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Fluconazole' -1 -2 
0.6468957097505675,50,956874 -1 1125315 -1 1742253 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Levofloxacin' -1 -2 
0.4354695557235243,41,781039 -1 956874 -1  -2 ,'Alprazolam' -1 'Furosemide' -1 -2 
0.40776001232462533,48,1742253 -1 1125315 1174888 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.38605460400883895,26,1754994 -1 1125315 -1  -2 ,'Fluconazole' -1 'Acetaminophen' -1 -2 
0.37198991894036143,45,1125315 -1 1713332 1759842 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' 'Clavulanate' -1 -2 
0.37198991894036143,28,948078 -1 1754994 -1  -2 ,'pantoprazole' -1 'Fluconazole' -1 -2 
0.31369545564719653,52,1125315 1174888 -1 1153013 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Promethazine' -1 -2 
0.31369545564719653,32,1307046 -1 1153013 -1  -2 ,'Metoprolol' -1 'Promethazine' -1 -2 
0.29374949519991267,57,1307046 -1 1125315 1174888 -1 1201620 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 'Codeine' -1 -2 
0.29374949519991267,24,1754994 -1 1201620 -1  -2 ,'Fluconazole' -1 'Codeine' -1 -2 
0.27695492006835354,12,961047 -1  -2 ,'Ranitidine' -1 -2 
0.25529291128096965,53,956874 -1 1326303 -1 1125315 -1  -2 ,'Furosemide' -1 'Digoxin' -1 'Acetaminophen' -1 -2 
0.25529291128096965,51,1125315 -1 1326303 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Digoxin' -1 'Acetaminophen' -1 -2 
0.24922959183673488,2,1596977 -1  -2 ,'Insulin. Regular. Human' -1 -2 
0.2194341890132117,29,1125315 -1 1518254 -1  -2 ,'Acetaminophen' -1 'Dexamethasone' -1 -2 
0.2146008455226076,43,1518254 19135839 19136030 -1  -2 ,'Dexamethasone' 'Magnesium salt' 'Saline Solution. Hypertonic' -1 -2 
0.19077500262726477,31,1314002 -1 1153013 -1  -2 ,'Atenolol' -1 'Promethazine' -1 -2 
0.14858524983100838,46,956874 -1 1713332 1759842 -1  -2 ,'Furosemide' -1 'Amoxicillin' 'Clavulanate' -1 -2 
0.1322883744565067,27,1518254 -1 1304850 -1  -2 ,'Dexamethasone' -1 'Filgrastim' -1 -2 
0.1142856368197262,6,1328165 -1  -2 ,'Diltiazem' -1 -2 
0.10217329277567573,55,1124957 1125315 -1 956874 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Furosemide' -1 -2 
0.10217329277567573,47,1713332 1759842 -1 956874 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Furosemide' -1 -2 
0.09990910181423172,14,752061 -1  -2 ,'Prochlorperazine' -1 -2 
0.09708085125630421,34,903459 1518254 -1  -2 ,'Dolasetron' 'Dexamethasone' -1 -2 
0.09216494560197017,18,1518254 -1 19049105 -1  -2 ,'Dexamethasone' -1 'Potassium Chloride' -1 -2 
0.09070815247138368,23,1742253 -1 1518254 -1  -2 ,'Levofloxacin' -1 'Dexamethasone' -1 -2 
0.09028848709688246,15,744740 -1  -2 ,'zolpidem' -1 -2 
0.08081179113514265,49,1742253 -1 1125315 -1 1153013 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 'Promethazine' -1 -2 
0.07019231194921519,20,19049105 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 -2 
0.06661497758162069,4,1373928 -1  -2 ,'Hydralazine' -1 -2 
0.04823171593956891,21,19049105 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 -2 
0.045543931891215576,19,19049105 -1 1310149 -1  -2 ,'Potassium Chloride' -1 'Warfarin' -1 -2 
0.04217481927620179,33,1125315 1307046 -1  -2 ,'Acetaminophen' 'Metoprolol' -1 -2 
0.03498689194171877,1,1786621 -1  -2 ,'Cephalexin' -1 -2 
